,userId,movieId,rating,timestamp
29544,213,2791,1.0,1462638089
29473,213,1961,2.5,1462637738
29926,213,59501,2.5,1462644087
30171,213,122886,4.0,1462634008
29742,213,8361,4.0,1462637761
29896,213,56176,1.5,1462640418
29835,213,46062,2.0,1462639928
29508,213,2334,3.5,1462644085
29638,213,4890,1.5,1462638309
29365,213,832,4.0,1462635324
29386,213,1101,2.5,1462638315
29482,213,2058,3.5,1462639289
29489,213,2090,2.0,1462640367
29509,213,2340,3.0,1462638898
29458,213,1801,4.0,1462639272
29732,213,7373,4.0,1462637813
30077,213,91535,3.5,1462644085
30121,213,101577,3.0,1462644084
30010,213,75805,2.5,1462644085
29327,213,494,4.0,1462644085
29980,213,70282,3.5,1462644086
29802,213,36525,3.0,1462639662
29423,213,1499,3.0,1462635399
29321,213,440,2.5,1462639919
29904,213,57401,3.5,1462644085
29479,213,2046,2.5,1462644086
29726,213,7163,4.0,1462639144
29375,213,1028,3.0,1462644086
29880,213,53993,1.0,1462638877
29671,213,5574,3.5,1462634481
29937,213,60937,3.5,1462636740
29964,213,68319,3.0,1462634336
30042,213,83349,1.0,1462644085
29573,213,3354,2.5,1462644086
29918,213,58803,2.5,1462636375
30163,213,112370,2.5,1462644084
29463,213,1862,2.5,1462644086
29615,213,4306,3.5,1462637520
29939,213,61350,2.5,1462644086
29572,213,3301,3.5,1462638475
29528,213,2581,2.5,1462639420
29758,213,8808,2.5,1462639621
29947,213,63859,2.5,1462644086
29855,213,50872,4.0,1462634078
30104,213,96861,2.0,1462638687
29945,213,62733,2.0,1462637112
29316,213,374,1.5,1462640124
30032,213,81564,3.5,1462634459
29313,213,364,2.5,1462637652
29705,213,6593,1.5,1462638313
29546,213,2807,2.0,1462644086
29317,213,377,4.0,1462637809
29483,213,2059,2.5,1462639711
29971,213,69306,2.5,1462636787
29899,213,56801,2.5,1462636660
29821,213,44022,2.5,1462638121
29817,213,43836,1.0,1462639973
29772,213,27660,2.5,1462638488
29718,213,6979,3.0,1462639266
30134,213,103341,1.5,1462638289
29329,213,520,1.5,1462638646
29601,213,4014,2.0,1462637895
30054,213,85179,4.0,1462644085
29778,213,31221,1.0,1462639701
29822,213,44191,3.5,1462637453
29444,213,1620,3.0,1462644086
30158,213,110730,1.0,1462638438
29450,213,1702,3.0,1462644086
30058,213,86190,1.5,1462638361
29523,213,2529,1.5,1462638374
30038,213,82202,4.0,1462636709
29286,213,158,3.0,1462638823
30084,213,92420,3.0,1462644087
30095,213,94864,2.5,1462644085
30050,213,84772,1.5,1462638332
29859,213,51540,2.0,1462636440
29272,213,24,2.5,1462644086
29323,213,455,1.5,1462639665
29435,213,1580,4.0,1462637623
29401,213,1274,2.5,1462644087
29320,213,435,1.0,1462639673
29990,213,71530,2.5,1462634602
29340,213,594,2.0,1462634611
29369,213,986,2.0,1462644085
29303,213,293,3.0,1462637525
29854,213,50802,2.5,1462637078
30059,213,86332,4.0,1462634189
29808,213,37830,3.0,1462639842
30063,213,87306,4.0,1462638052
29912,213,58105,2.5,1462636828
29922,213,59315,5.0,1462634010
29376,213,1029,1.5,1462639478
29550,213,2881,4.0,1462640068
29737,213,7451,2.0,1462637838
29488,213,2089,2.0,1462644085
29704,213,6566,0.5,1462644087
29293,213,185,3.0,1462638956
29310,213,355,1.5,1462639636
29872,213,52950,4.0,1462644085
29925,213,59421,2.0,1462636747
29783,213,32031,3.5,1462638838
29715,213,6944,1.5,1462639971
29584,213,3705,3.5,1462635604
30139,213,103883,1.5,1462639592
29431,213,1556,1.5,1462640168
29277,213,48,2.0,1462638445
29605,213,4025,2.5,1462640685
29610,213,4121,2.5,1462644085
29582,213,3615,3.5,1462635457
29908,213,57669,1.5,1462636419
29524,213,2539,2.5,1462638859
29873,213,53121,2.5,1462638179
29948,213,63992,1.5,1462636364
30128,213,103042,1.5,1462634408
29620,213,4370,2.5,1462637853
29876,213,53464,2.5,1462638264
29497,213,2141,2.5,1462644085
29919,213,58972,2.5,1462644085
30124,213,102125,3.0,1462634213
29357,213,780,5.0,1462634190
29394,213,1214,2.5,1462637613
29567,213,3247,2.0,1462639537
29266,213,1,3.0,1462637445
29575,213,3409,2.5,1462638229
29763,213,8907,1.5,1462638833
29767,213,8972,4.5,1462634345
29740,213,8169,2.5,1462644087
29914,213,58295,4.5,1462636475
30101,213,96590,2.5,1462644086
29935,213,60514,2.5,1462636806
29677,213,5816,4.0,1462637621
29734,213,7439,1.5,1462639223
30162,213,111759,3.5,1462634090
30125,213,102445,4.5,1462634229
29928,213,59615,2.0,1462634381
29627,213,4638,4.0,1462638038
29882,213,54001,3.5,1462636406
29540,213,2722,2.0,1462639402
30061,213,86880,4.0,1462637872
29534,213,2688,2.5,1462644085
29755,213,8666,3.0,1462639385
29558,213,3052,1.0,1462638067
29498,213,2143,1.5,1462644085
29396,213,1240,3.5,1462634066
29927,213,59594,1.5,1462637366
29492,213,2100,2.5,1462640137
29843,213,47610,4.0,1462640599
30131,213,103253,2.5,1462640737
29829,213,45499,2.5,1462634322
29379,213,1035,2.0,1462638208
29399,213,1270,3.0,1462637492
29811,213,40851,3.0,1462640369
29647,213,5218,3.0,1462637633
29756,213,8783,2.0,1462644085
29410,213,1370,3.0,1462634560
29941,213,61729,2.0,1462636749
29588,213,3793,4.0,1462637599
29398,213,1265,2.5,1462640563
29846,213,48774,2.0,1462637655
29962,213,67408,4.0,1462634700
29986,213,71252,3.0,1462637022
29841,213,47382,2.5,1462644085
29891,213,55995,1.0,1462636518
29727,213,7164,3.0,1462640400
29722,213,7017,3.5,1462644085
29683,213,6058,2.0,1462639407
29642,213,5064,4.0,1462638535
29760,213,8814,1.0,1462644085
29885,213,54286,3.0,1462634038
29618,213,4366,4.0,1462644087
29942,213,62081,4.0,1462636618
29676,213,5784,2.5,1462644086
29658,213,5400,4.0,1462639451
29706,213,6659,4.0,1462635452
29771,213,27032,1.5,1462635654
30096,213,95167,2.5,1462637834
30094,213,94780,4.0,1462644086
29371,213,1020,1.5,1462639524
29363,213,805,2.5,1462639710
30130,213,103249,3.0,1462634335
29803,213,36529,2.0,1462640681
29346,213,648,3.0,1462634392
29616,213,4343,5.0,1462644087
29938,213,61323,0.5,1462640709
29536,213,2701,2.0,1462638329
30129,213,103228,2.0,1462634428
29543,213,2763,3.5,1462639169
29695,213,6365,2.5,1462637629
29979,213,70183,2.5,1462636691
30092,213,94478,3.0,1462638946
29421,213,1479,3.0,1462639892
29445,213,1644,2.0,1462644086
29485,213,2081,4.0,1462638416
29619,213,4367,2.5,1462640817
30159,213,111360,2.5,1462637887
30064,213,87430,3.5,1462644086
29593,213,3968,1.5,1462638883
29749,213,8633,3.0,1462644086
29384,213,1088,3.0,1462638479
29267,213,2,3.0,1462637790
29831,213,45672,1.0,1462638043
30041,213,83132,2.5,1462636810
29988,213,71318,2.5,1462644086
30031,213,81512,2.5,1462644085
29967,213,68791,3.5,1462634509
29456,213,1784,2.0,1462637897
29556,213,3005,2.0,1462639368
30026,213,79224,2.5,1462636794
29881,213,53996,3.5,1462634317
29449,213,1690,3.5,1462644087
30103,213,96737,2.0,1462644084
30002,213,73319,3.0,1462637026
29733,213,7380,3.0,1462639760
30149,213,106696,4.0,1462637720
29361,213,799,3.0,1462644085
29284,213,150,1.5,1462640603
29707,213,6753,2.0,1462639812
29911,213,58103,4.0,1462636667
29692,213,6297,2.5,1462639143
30113,213,100163,2.5,1462635357
29412,213,1385,3.0,1462635476
29290,213,170,3.0,1462639549
30020,213,78893,2.0,1462636841
29720,213,7001,2.0,1462644086
30046,213,84187,2.5,1462644086
29950,213,64116,1.0,1462644085
30112,213,99112,2.5,1462634575
29623,213,4447,2.5,1462640682
29780,213,31696,3.5,1462637830
29278,213,60,2.0,1462644085
29341,213,595,3.0,1462637928
29735,213,7444,1.5,1462638250
29643,213,5066,1.5,1462639258
29339,213,593,2.5,1462637437
30170,213,118997,1.0,1462638888
29280,213,95,2.0,1462639100
29828,213,45447,4.0,1462637752
29595,213,3981,1.5,1462640046
29345,213,616,1.5,1462639299
29999,213,73017,4.0,1462634113
30076,213,91529,3.5,1462637496
30099,213,95875,3.0,1462634587
29587,213,3751,1.0,1462637893
29347,213,653,4.0,1462635300
30141,213,104243,2.0,1462644084
29717,213,6959,4.5,1462644086
29568,213,3256,3.0,1462639372
29659,213,5418,4.0,1462634084
29867,213,52458,3.5,1462639074
29504,213,2291,2.5,1462644086
29679,213,5900,1.5,1462639534
30071,213,88879,2.5,1462644086
29743,213,8368,3.0,1462634103
29724,213,7149,2.0,1462639181
30156,213,110102,4.0,1462634159
29433,213,1566,4.0,1462638424
29745,213,8373,1.5,1462639544
29984,213,70599,1.5,1462636689
30140,213,104074,3.0,1462640450
29300,213,256,0.5,1462639722
29475,213,2000,2.5,1462634507
29282,213,110,2.5,1462640515
30088,213,93326,3.0,1462635395
29728,213,7293,2.0,1462637749
29335,213,588,3.0,1462640637
30083,213,92264,3.0,1462644085
29562,213,3147,2.5,1462637541
29506,213,2321,3.0,1462638532
29403,213,1282,1.0,1462638483
29281,213,104,2.0,1462638072
29548,213,2826,2.0,1462644086
29933,213,60074,3.5,1462636444
30066,213,87876,2.0,1462639610
30029,213,80615,2.0,1462644085
29827,213,45431,1.5,1462639024
29818,213,43928,1.5,1462639646
30167,213,115149,2.5,1462634437
29314,213,367,1.0,1462637943
29657,213,5389,2.5,1462644085
29490,213,2094,2.5,1462644086
30111,213,99007,4.0,1462638570
29954,213,65567,2.5,1462644085
29906,213,57526,2.5,1462637293
29856,213,51077,2.5,1462636505
29462,213,1848,3.0,1462644085
29297,213,216,1.0,1462638879
29328,213,500,2.0,1462638070
29923,213,59333,2.5,1462636955
30039,213,82461,1.0,1462634462
29408,213,1359,1.0,1462639884
30060,213,86835,3.0,1462644087
30165,213,112852,5.0,1462634018
29422,213,1485,1.0,1462637952
29476,213,2006,1.5,1462634559
30122,213,101864,1.5,1462637923
29513,213,2406,3.0,1462639638
29723,213,7045,2.5,1462644085
29729,213,7324,2.0,1462640004
29337,213,590,1.0,1462638291
29833,213,45722,2.5,1462637645
29682,213,5957,2.5,1462639089
29757,213,8798,3.5,1462634433
30067,213,88125,2.5,1462637569
29538,213,2716,2.0,1462644086
30090,213,94015,1.5,1462635507
29447,213,1687,4.0,1462640031
29697,213,6377,2.5,1462637522
30166,213,114795,3.5,1462639097
29685,213,6156,3.0,1462638965
30037,213,82095,2.5,1462644085
29660,213,5419,1.5,1462639293
29351,213,719,2.5,1462644086
29684,213,6155,3.0,1462638133
29852,213,50162,3.0,1462644085
29672,213,5618,2.5,1462637546
29944,213,62394,2.5,1462644086
29285,213,153,4.0,1462644086
29800,213,36401,2.0,1462638976
29330,213,539,2.0,1462638197
29916,213,58347,2.5,1462640310
29353,213,733,4.0,1462637822
30082,213,91974,3.0,1462639321
29655,213,5349,3.5,1462637593
30151,213,108945,2.0,1462644084
29319,213,380,2.0,1462640797
30154,213,109578,3.5,1462639128
29406,213,1321,2.5,1462639987
29731,213,7367,2.0,1462639699
29784,213,32296,2.0,1462639606
29868,213,52604,3.0,1462639051
29395,213,1219,2.0,1462640698
29294,213,196,2.5,1462639477
29612,213,4238,2.5,1462639834
29775,213,27837,3.0,1462644085
29794,213,34150,4.0,1462644087
29539,213,2720,2.5,1462639894
29411,213,1377,3.0,1462634621
30045,213,84152,2.5,1462637638
29663,213,5459,2.5,1462640626
29951,213,64497,4.0,1462636615
29409,213,1367,1.5,1462639084
29809,213,40339,1.5,1462639642
29325,213,474,3.5,1462644085
29383,213,1073,1.5,1462638225
29429,213,1544,4.0,1462634503
29631,213,4700,2.0,1462638356
29585,213,3717,3.0,1462637980
29570,213,3269,2.5,1462644086
29940,213,61705,1.5,1462637173
29781,213,32017,2.5,1462640087
30056,213,85414,4.0,1462634207
30030,213,81229,5.0,1462634453
29953,213,65552,3.5,1462644086
30091,213,94018,4.5,1462635338
29998,213,73015,2.0,1462636831
29342,213,596,2.0,1462639031
30146,213,106487,3.5,1462644084
29996,213,72919,2.5,1462637308
29862,213,51925,2.0,1462636926
29764,213,8957,2.0,1462644085
29870,213,52722,2.0,1462634378
29502,213,2193,2.5,1462635387
29883,213,54259,5.0,1462636430
29622,213,4446,2.5,1462634675
29305,213,316,4.5,1462638164
29625,213,4519,2.0,1462644085
30057,213,86059,1.0,1462644086
30022,213,79091,3.5,1462636432
30015,213,78041,3.0,1462635526
29388,213,1136,1.0,1462640574
29332,213,552,4.0,1462640027
29799,213,35957,3.5,1462640164
29589,213,3825,2.0,1462638566
29283,213,141,2.0,1462639009
29364,213,810,2.0,1462644085
29932,213,60072,2.5,1462634477
29380,213,1036,3.5,1462634041
29934,213,60397,1.5,1462636560
29690,213,6283,3.5,1462639234
29298,213,239,1.5,1462644085
30150,213,108188,2.5,1462635434
29773,213,27706,2.0,1462638247
30014,213,77561,3.5,1462636421
29812,213,41566,3.0,1462637670
29512,213,2405,2.5,1462644085
29826,213,45062,3.5,1462635615
29532,213,2671,2.0,1462638027
29574,213,3408,2.0,1462640755
29847,213,48780,2.0,1462637461
29434,213,1573,1.0,1462634445
29898,213,56775,4.0,1462638129
30142,213,104312,3.0,1462644084
29668,213,5506,3.0,1462644085
29438,213,1588,1.5,1462639993
29405,213,1291,3.0,1462634006
29701,213,6539,3.0,1462637508
30068,213,88140,4.0,1462640607
30109,213,98296,2.5,1462644085
29630,213,4676,2.5,1462644085
30100,213,96417,3.0,1462635481
29748,213,8607,4.0,1462644085
29350,213,709,2.0,1462644085
29307,213,339,2.5,1462638715
29496,213,2140,2.5,1462644086
29865,213,52435,3.0,1462639668
29583,213,3624,3.0,1462634569
29983,213,70336,3.0,1462635323
30168,213,116823,3.0,1462637708
29840,213,47124,3.0,1462635645
29878,213,53956,2.0,1462639790
29493,213,2115,3.5,1462634342
29402,213,1275,2.5,1462639102
30093,213,94777,3.5,1462634425
30144,213,106002,2.0,1462634491
30161,213,111659,3.5,1462638170
29554,213,2987,2.5,1462644085
29525,213,2541,1.5,1462638703
30048,213,84392,2.5,1462644086
29884,213,54276,3.0,1462636940
29461,213,1835,2.0,1462644085
29751,213,8640,3.5,1462644085
30012,213,76093,4.0,1462634030
29739,213,7458,2.5,1462634314
30114,213,100487,2.5,1462635559
29721,213,7004,1.5,1462640242
29530,213,2617,4.0,1462634414
29777,213,31193,3.0,1462644085
30053,213,85131,2.0,1462639164
29848,213,49274,1.5,1462638817
30049,213,84601,2.5,1462644086
29308,213,344,1.0,1462637985
29686,213,6157,3.5,1462634527
29678,213,5882,4.0,1462639746
29366,213,837,3.0,1462639375
30023,213,79132,2.5,1462634045
29661,213,5444,4.0,1462644087
30043,213,83480,3.0,1462644086
29420,213,1438,2.0,1462640181
29845,213,48043,0.5,1462634541
29640,213,4993,4.5,1462633927
29858,213,51412,4.5,1462636573
29875,213,53207,3.0,1462636885
29635,213,4874,2.5,1462644086
29768,213,8985,2.0,1462638562
29900,213,56915,2.5,1462637252
29673,213,5620,2.5,1462638651
29696,213,6373,1.0,1462640593
29577,213,3489,1.5,1462638496
29936,213,60516,2.5,1462637239
30126,213,102880,2.5,1462644084
29426,213,1515,2.5,1462644085
29501,213,2174,1.0,1462638198
29275,213,39,2.0,1462638110
29994,213,72701,2.5,1462644086
29269,213,13,2.5,1462644085
29851,213,49649,3.5,1462644087
29597,213,3988,2.0,1462638205
29688,213,6264,1.5,1462639800
30110,213,98809,4.0,1462637604
29503,213,2273,3.0,1462634497
29455,213,1779,2.5,1462639482
29522,213,2528,2.0,1462640273
29292,213,173,2.0,1462638554
30044,213,83613,3.5,1462634647
29694,213,6350,3.5,1462644086
29909,213,57951,3.0,1462636949
29457,213,1792,4.0,1462640042
29624,213,4506,4.0,1462635625
30106,213,97742,2.5,1462644085
30119,213,101142,1.5,1462639042
29754,213,8665,2.5,1462637458
29789,213,33679,3.5,1462634157
29268,213,7,2.0,1462639898
29378,213,1033,1.5,1462639823
29804,213,37380,2.5,1462644087
30107,213,97752,1.0,1462634369
29765,213,8961,4.0,1462634056
29824,213,44199,5.0,1462637909
30007,213,74698,2.0,1462637352
29665,213,5478,4.0,1462635556
29703,213,6564,3.0,1462638323
29551,213,2916,2.0,1462634470
29609,213,4090,0.5,1462644085
29561,213,3114,2.5,1462637690
29355,213,741,2.5,1462644086
29886,213,54648,2.5,1462639491
30025,213,79185,3.5,1462636648
29521,213,2496,2.5,1462644087
29389,213,1196,5.0,1462633901
29698,213,6378,4.0,1462634311
29995,213,72737,3.0,1462636677
29956,213,65585,2.0,1462644085
29581,213,3593,1.0,1462639508
29924,213,59369,4.0,1462634180
29549,213,2835,3.0,1462644085
29963,213,68135,2.5,1462636528
29762,213,8870,2.5,1462644086
29288,213,165,3.5,1462634465
29782,213,32029,3.0,1462640401
30120,213,101362,3.5,1462635331
30028,213,80489,2.0,1462644085
29569,213,3258,1.0,1462640169
29667,213,5504,0.5,1462644086
30087,213,93272,1.5,1462639902
29404,213,1286,2.0,1462644085
29861,213,51698,3.0,1462637082
29291,213,172,2.5,1462644086
30035,213,81834,2.5,1462634109
29324,213,457,4.0,1462637705
29761,213,8860,4.0,1462635492
29393,213,1210,5.0,1462633922
29315,213,368,3.0,1462638909
30147,213,106489,4.0,1462634256
30051,213,84954,3.5,1462637997
29309,213,349,2.5,1462634664
29494,213,2125,3.5,1462639405
30137,213,103772,2.0,1462638192
30074,213,89745,5.0,1462634050
29566,213,3213,3.5,1462644085
29786,213,33004,2.0,1462637816
29470,213,1917,1.5,1462634402
30172,213,122892,4.0,1462634130
29968,213,68793,3.0,1462636679
29978,213,69951,2.0,1462644086
29289,213,168,3.5,1462640061
29515,213,2413,3.0,1462640254
29752,213,8643,3.0,1462639733
29887,213,54771,3.0,1462636952
29774,213,27821,3.0,1462640149
29474,213,1967,1.0,1462634704
29985,213,70697,1.0,1462644085
30018,213,78266,1.5,1462636901
30089,213,93363,4.5,1462638353
29414,213,1391,1.0,1462638171
29653,213,5299,2.0,1462637956
30000,213,73042,1.5,1462637236
29976,213,69805,2.5,1462635691
29454,213,1777,1.0,1462638404
30127,213,102903,3.5,1462637881
29373,213,1025,2.0,1462644085
29448,213,1688,3.0,1462639448
29815,213,42738,3.5,1462634590
29311,213,356,2.0,1462637431
29617,213,4361,1.5,1462639852
30006,213,74580,3.0,1462635602
29381,213,1047,3.0,1462644085
30033,213,81782,3.5,1462636764
29537,213,2710,1.5,1462638126
29989,213,71520,2.0,1462644086
29656,213,5378,2.5,1462637672
29427,213,1517,1.0,1462638010
29432,213,1562,1.0,1462638485
29903,213,57368,2.5,1462636454
30001,213,73268,3.5,1462639582
29343,213,597,3.0,1462637992
29955,213,65577,1.5,1462644085
29850,213,49286,3.0,1462638263
29738,213,7454,3.5,1462638124
29807,213,37733,3.5,1462644086
29571,213,3300,3.0,1462638152
29769,213,26375,2.5,1462644084
30132,213,103335,2.5,1462637905
29443,213,1610,3.5,1462638033
29776,213,30793,2.5,1462640634
29279,213,89,3.5,1462644085
29436,213,1584,2.0,1462637958
29344,213,608,2.0,1462640534
30143,213,104925,3.5,1462644084
29441,213,1603,3.0,1462644086
29902,213,57326,3.0,1462637338
29952,213,64957,2.0,1462640591
30153,213,109487,2.0,1462637434
29287,213,160,3.0,1462635459
29387,213,1127,2.5,1462638456
29590,213,3826,2.5,1462644087
29810,213,40815,3.5,1462634139
30138,213,103810,3.5,1462639033
29446,213,1682,2.5,1462637551
29646,213,5171,2.5,1462639053
29563,213,3156,1.0,1462639106
29442,213,1608,4.0,1462634565
29901,213,56949,2.0,1462638461
29708,213,6754,5.0,1462634499
29837,213,46965,2.0,1462639429
29975,213,69606,2.0,1462640448
29877,213,53466,2.5,1462644085
30055,213,85261,2.5,1462644086
29477,213,2009,2.5,1462644086
29500,213,2167,3.0,1462634533
29560,213,3113,2.0,1462639937
29915,213,58299,2.5,1462636644
29312,213,357,1.0,1462638281
29542,213,2762,2.5,1462637529
29895,213,56174,2.0,1462636402
29603,213,4018,2.0,1462637868
29602,213,4016,5.0,1462638146
30123,213,102123,1.5,1462644084
29788,213,33615,2.0,1462637962
29930,213,60040,3.5,1462636360
29645,213,5146,4.5,1462644086
29725,213,7153,5.0,1462633907
29559,213,3054,2.5,1462644085
29415,213,1393,1.0,1462638074
30019,213,78499,3.0,1462634070
30157,213,110553,2.5,1462638300
29499,213,2161,2.0,1462639138
29417,213,1407,2.0,1462644085
29604,213,4022,2.0,1462637632
29507,213,2322,3.0,1462635583
29866,213,52456,3.5,1462637281
29439,213,1590,2.5,1462644087
29907,213,57640,2.5,1462636380
30192,214,364,5.0,978469195
30387,214,4007,5.0,978128348
30291,214,1962,5.0,978417948
30328,214,2739,4.0,978418047
30304,214,2115,5.0,946919102
30218,214,919,5.0,979451594
30350,214,3098,4.0,978418107
30310,214,2352,5.0,978418047
30307,214,2278,5.0,950122999
30340,214,2984,5.0,978469131
30280,214,1722,3.0,978131812
30326,214,2716,4.0,978417916
30260,214,1272,5.0,950119070
30371,214,3608,3.0,978417916
30223,214,1077,4.0,978468662
30357,214,3219,4.0,978131916
30233,214,1186,4.0,978417867
30277,214,1617,5.0,978131637
30273,214,1525,2.0,979952720
30237,214,1199,5.0,978382391
30346,214,3018,4.0,978417916
30349,214,3072,3.0,978417772
30236,214,1198,5.0,946918746
30389,214,4041,3.0,978128389
30198,214,509,4.0,978382183
30251,214,1242,3.0,978417867
30182,214,110,5.0,978128748
30244,214,1220,4.0,946919060
30229,214,1101,4.0,946919243
30369,214,3555,4.0,978125778
30201,214,588,4.0,978469223
30302,214,2094,4.0,979953080
30270,214,1380,5.0,978469288
30271,214,1387,3.0,979952540
30289,214,1957,3.0,978382631
30240,214,1210,4.0,946918970
30336,214,2917,4.0,950123331
30247,214,1225,5.0,978382302
30344,214,2990,3.0,946919189
30312,214,2376,3.0,946919189
30217,214,912,3.0,946918789
30282,214,1769,2.0,978131916
30361,214,3361,4.0,978382603
30287,214,1954,5.0,978131467
30254,214,1252,5.0,950123067
30321,214,2540,2.0,978131916
30365,214,3471,4.0,978468610
30279,214,1704,5.0,978382040
30300,214,2076,3.0,978417916
30181,214,50,5.0,950123067
30257,214,1262,5.0,979451594
30341,214,2985,4.0,946918970
30327,214,2735,3.0,946919269
30184,214,260,5.0,978131447
30368,214,3552,3.0,978382683
30176,214,10,3.0,978131768
30264,214,1299,5.0,978382391
30353,214,3176,5.0,978131711
30272,214,1394,2.0,978417680
30363,214,3424,5.0,978382391
30259,214,1270,4.0,978382603
30296,214,2020,5.0,978382603
30180,214,47,4.0,978128389
30283,214,1784,3.0,978382183
30253,214,1249,4.0,950123179
30183,214,111,5.0,978418166
30208,214,628,4.0,950123331
30275,214,1584,5.0,978468663
30370,214,3578,5.0,978125653
30379,214,3717,2.0,978128611
30278,214,1674,4.0,950123425
30373,214,3624,4.0,978128482
30195,214,455,2.0,946918697
30206,214,595,4.0,978469223
30318,214,2467,5.0,978417948
30322,214,2565,4.0,978469223
30232,214,1185,5.0,978417867
30191,214,319,5.0,950123514
30200,214,541,5.0,978382302
30311,214,2353,3.0,979952720
30189,214,296,4.0,978381970
30323,214,2571,4.0,950123331
30329,214,2762,5.0,978131637
30234,214,1193,4.0,978418166
30215,214,832,4.0,978131748
30380,214,3745,4.0,978125778
30207,214,608,5.0,950123104
30266,214,1304,5.0,979952540
30258,214,1267,5.0,979451812
30331,214,2819,4.0,950123268
30193,214,377,2.0,978131711
30306,214,2194,5.0,946919060
30230,214,1127,4.0,946919189
30242,214,1214,5.0,978131467
30231,214,1179,3.0,978382183
30196,214,457,3.0,950123254
30267,214,1307,4.0,978382683
30305,214,2174,4.0,978418129
30367,214,3551,4.0,979451830
30381,214,3753,3.0,978128437
30178,214,32,3.0,978468713
30352,214,3147,4.0,978131637
30325,214,2692,5.0,983723424
30308,214,2346,2.0,978468790
30314,214,2405,4.0,946919243
30342,214,2987,4.0,978382683
30239,214,1206,5.0,978468610
30378,214,3703,3.0,978382391
30274,214,1580,5.0,978468790
30213,214,800,4.0,979953296
30286,214,1953,5.0,950123179
30292,214,1965,4.0,978417983
30372,214,3623,1.0,983723508
30209,214,648,3.0,978125778
30347,214,3032,4.0,978468900
30227,214,1092,4.0,978131748
30297,214,2023,5.0,946918903
30358,214,3256,4.0,978131711
30265,214,1302,5.0,978417948
30345,214,3005,3.0,978131852
30337,214,2918,5.0,978417867
30362,214,3418,5.0,978131570
30333,214,2858,5.0,978128348
30256,214,1259,5.0,978382683
30359,214,3316,2.0,983723539
30219,214,924,5.0,950123179
30249,214,1233,4.0,978128748
30238,214,1200,4.0,946918970
30383,214,3821,2.0,978128664
30222,214,1036,4.0,946918970
30301,214,2078,4.0,978469223
30315,214,2406,5.0,979451707
30250,214,1240,4.0,946918970
30214,214,804,1.0,978128611
30224,214,1079,4.0,978417812
30288,214,1956,5.0,978418107
30375,214,3686,3.0,978131768
30210,214,745,5.0,979451781
30245,214,1221,5.0,978418166
30243,214,1219,4.0,950123104
30356,214,3210,4.0,978417812
30338,214,2919,4.0,978418107
30179,214,36,4.0,978382062
30324,214,2640,3.0,946918697
30262,214,1291,4.0,946918970
30316,214,2407,4.0,978468790
30299,214,2064,4.0,978469014
30355,214,3204,4.0,950123152
30332,214,2857,4.0,978469195
30330,214,2797,5.0,978418107
30374,214,3653,4.0,978469055
30382,214,3793,5.0,978128460
30255,214,1258,5.0,978382352
30220,214,1028,5.0,978469256
30290,214,1961,4.0,978382683
30263,214,1296,4.0,978418107
30364,214,3452,2.0,978896845
30317,214,2455,4.0,978468713
30309,214,2348,3.0,978382683
30252,214,1246,4.0,978417983
30187,214,292,3.0,979953037
30276,214,1610,5.0,950123179
30384,214,3916,4.0,983723379
30343,214,2989,3.0,946919189
30194,214,380,4.0,979953037
30228,214,1097,4.0,978417916
30295,214,2001,2.0,946919060
30204,214,592,3.0,946919102
30205,214,593,5.0,950123152
30293,214,1997,5.0,978128348
30360,214,3360,4.0,978418047
30438,215,1246,4.0,860561236
30421,215,1079,3.0,860561060
30417,215,969,5.0,860561105
30392,215,86,3.0,860559829
30398,215,509,3.0,860560537
30436,215,1221,4.0,860561181
30415,215,924,5.0,860561134
30395,215,265,5.0,860560462
30424,215,1084,4.0,860560462
30433,215,1207,4.0,860560554
30430,215,1193,5.0,860561038
30427,215,1103,5.0,860561083
30391,215,6,3.0,860559733
30435,215,1219,4.0,860560995
30432,215,1203,4.0,860561083
30429,215,1136,4.0,860561214
30443,215,1479,4.0,860560253
30401,215,608,4.0,860559733
30418,215,1028,4.0,860560513
30410,215,908,4.0,860561084
30437,215,1234,4.0,860561105
30426,215,1086,5.0,860560490
30400,215,541,3.0,860561060
30423,215,1082,4.0,860560578
30439,215,1247,4.0,860561181
30407,215,899,3.0,860561133
30434,215,1210,3.0,860559797
30403,215,653,3.0,860559756
30390,215,1,3.0,860559708
30428,215,1104,4.0,860560537
30402,215,648,3.0,860559709
30425,215,1085,4.0,860561158
30422,215,1080,3.0,860561134
30409,215,904,4.0,860560554
30393,215,111,4.0,860560442
30411,215,912,5.0,860560513
30442,215,1429,3.0,860559955
30394,215,260,3.0,860559756
30420,215,1077,5.0,860561105
30416,215,953,4.0,860561060
30419,215,1073,3.0,860559733
30414,215,920,3.0,860561134
30441,215,1393,4.0,860559809
30485,216,2502,5.0,1095792757
30457,216,910,4.0,1095792260
30523,216,8783,4.5,1095792416
30488,216,2716,4.5,1095792546
30519,216,7438,4.5,1095792992
30453,216,596,3.5,1095792215
30471,216,1500,4.5,1095792818
30461,216,1197,5.0,1095792601
30522,216,8636,4.0,1095792375
30477,216,1961,4.0,1095792485
30484,216,2501,4.5,1095792503
30474,216,1682,5.0,1095792629
30472,216,1617,4.5,1095792780
30459,216,1032,4.5,1095792813
30513,216,6870,4.0,1095792552
30495,216,3481,4.5,1095793028
